"Species","Increasing.Rank.Min","Decreasing.Rank.Min","Increasing.Rank.Max","Decreasing.Rank.Max","Increasing.Rank.Average","Decreasing.Rank.Average","Decre.maxRank.P","Decre.aveRank.P","Decre.minRank.P","Decre.minRank.P.FDR","Decre.maxRank.P.FDR","Decre.aveRank.P.FDR","Ctlmean","Dismean","Origin"
"Pathway463",8928,950,9052,1074,8990,1012,0.107389261073893,0.101189881011899,0.094990500949905,0.147152914766327,0.473637189126616,0.439682185627591,"8.72750623529412e-06","1.17596667058824e-05","PWY0.1277..3.phenylpropanoate.and.3..3.hydroxyphenyl.propanoate.degradation"
"Pathway464",329,9637,365,9673,347,9655,0.967203279672033,0.965403459654035,0.963603639636036,0.987629567249654,1,0.989087582798943,"0.000322042529411765","0.000252157470588235","PWY0.1296..purine.ribonucleosides.degradation"
"Pathway465",9900,83,9919,102,9909.5,92.5,0.0101989801019898,0.00924907509249075,0.0082991700829917,0.0185348131853481,0.182221777822218,0.170609605706096,"4.42192029411765e-05","8.28880294117647e-05","PWY0.1297..superpathway.of.purine.deoxyribonucleosides.degradation"
"Pathway466",7305,2553,7449,2697,7377,2625,0.26967303269673,0.262473752624738,0.255274472552745,0.353558442605352,0.881370399545411,0.655322242836841,"2.28504258823529e-05","3.47276505882353e-05","PWY0.1298..superpathway.of.pyrimidine.deoxyribonucleosides.degradation"
"Pathway467",1762,8085,1917,8240,1839.5,8162.5,0.823917608239176,0.816168383161684,0.808419158084192,0.928859250827054,1,0.936245691670149,"0.000444071882352941","0.000406450705882353","PWY0.1319..CDP.diacylglycerol.biosynthesis.II"
"Pathway468",10001,1,10001,1,10001,1,9.99900009999e-05,9.99900009999e-05,9.99900009999e-05,0.000239261788106904,0.0535946405359464,0.0535946405359464,"3.21110847058824e-06","1.60469652176471e-05","PWY0.1338..polymyxin.resistance"
"Pathway469",9907,86,9916,95,9911.5,90.5,0.0094990500949905,0.00904909509049095,0.0085991400859914,0.0191095644533907,0.182221777822218,0.170609605706096,"8.351152e-06","1.75041081176471e-05","PWY0.1415..superpathway.of.heme.biosynthesis.from.uroporphyrinogen.III"
"Pathway47",320,9644,358,9682,339,9663,0.968103189681032,0.966203379662034,0.964303569643036,0.987629567249654,1,0.989087582798943,"0.000157697189411765","0.000109921405882353","GALACT.GLUCUROCAT.PWY..superpathway.of.hexuronide.and.hexuronate.degradation"
"Pathway470",3720,6063,3939,6282,3829.5,6172.5,0.628137186281372,0.617188281171883,0.606239376062394,0.759215667218325,1,0.778383338136775,"1.81941462941176e-05","2.28134895882353e-05","PWY0.1479..tRNA.processing"
"Pathway471",9849,127,9875,153,9862,140,0.0152984701529847,0.013998600139986,0.0126987301269873,0.0263818579382372,0.182221777822218,0.170609605706096,"5.40485757058824e-06","1.33768947058824e-05","PWY0.1533..methylphosphonate.degradation.I"
"Pathway472",7008,2844,7158,2994,7083,2919,0.299370062993701,0.291870812918708,0.284371562843716,0.390828609446748,0.960852417752237,0.655322242836841,"0.000141948723529412","0.000145843323529412","PWY0.1586..peptidoglycan.maturation..meso.diaminopimelate.containing."
"Pathway473",734,9197,805,9268,769.5,9232.5,0.926707329267073,0.923157684231577,0.91960803919608,0.987629567249654,1,0.989087582798943,"0.000228026611764706","0.000222179070588235","PWY0.162..superpathway.of.pyrimidine.ribonucleotides.de.novo.biosynthesis"
"Pathway474",2198,7669,2333,7804,2265.5,7736.5,0.78032196780322,0.773572642735726,0.766823317668233,0.911346559357368,1,0.919367930169289,"0.000243017176470588","0.000228611882352941","PWY0.166..superpathway.of.pyrimidine.deoxyribonucleotides.de.novo.biosynthesis..E..coli."
"Pathway475",1,1,10001,10001,5001,5001,1,0.5000499950005,9.99900009999e-05,0.000239261788106904,1,0.655322242836841,"0","0","PWY0.321..phenylacetate.degradation.I..aerobic."
"Pathway476",1,1,10001,10001,5001,5001,1,0.5000499950005,9.99900009999e-05,0.000239261788106904,1,0.655322242836841,"0","0","PWY0.41..allantoin.degradation.IV..anaerobic."
"Pathway477",7978,1702,8300,2024,8139,1863,0.202379762023798,0.186281371862814,0.17018298170183,0.250599115912585,0.727254426875193,0.655322242836841,"5.10825841176471e-06","1.85964805882353e-06","PWY0.42..2.methylcitrate.cycle.I"
"Pathway478",9572,392,9610,430,9591,411,0.042995700429957,0.0410958904109589,0.0391960803919608,0.0684335475247264,0.281698659402352,0.264464029787497,"4.70839229411765e-05","6.91871470588235e-05","PWY0.781..aspartate.superpathway"
"Pathway479",1,1,10001,10001,5001,5001,1,0.5000499950005,9.99900009999e-05,0.000239261788106904,1,0.655322242836841,"0","0","PWY0.845..superpathway.of.pyridoxal.5..phosphate.biosynthesis.and.salvage"
"Pathway48",9896,93,9909,106,9902.5,99.5,0.0105989401059894,0.00994900509949005,0.0092990700929907,0.0200979902009799,0.182221777822218,0.170609605706096,"5.81121570588235e-06","1.21118458235294e-05","GALACTARDEG.PWY..D.galactarate.degradation.I"
"Pathway480",1,1,10001,10001,5001,5001,1,0.5000499950005,9.99900009999e-05,0.000239261788106904,1,0.655322242836841,"0","0","PWY0.862...5Z..dodec.5.enoate.biosynthesis"
"Pathway481",1,1,10001,10001,5001,5001,1,0.5000499950005,9.99900009999e-05,0.000239261788106904,1,0.655322242836841,"0","0","PWY0.881..superpathway.of.fatty.acid.biosynthesis.I..E..coli."
"Pathway482",1,1,10001,10001,5001,5001,1,0.5000499950005,9.99900009999e-05,0.000239261788106904,1,0.655322242836841,"0","0","PWY1F.823..leucopelargonidin.and.leucocyanidin.biosynthesis"
"Pathway483",1,1,10001,10001,5001,5001,1,0.5000499950005,9.99900009999e-05,0.000239261788106904,1,0.655322242836841,"0","0","PWY1G.0..mycothiol.biosynthesis"
"Pathway484",1,1,10001,10001,5001,5001,1,0.5000499950005,9.99900009999e-05,0.000239261788106904,1,0.655322242836841,"0","0","PWY3DJ.35471..L.ascorbate.biosynthesis.IV"
"Pathway485",5043,2313,7689,4959,6366,3636,0.495850414958504,0.363563643635636,0.231276872312769,0.323382245108822,1,0.655322242836841,"1.60525882352941e-08","2.94768823529412e-08","PWY3O.1109..superpathway.of.4.hydroxybenzoate.biosynthesis..yeast."
"Pathway486",7286,1,10001,2716,8643.5,1358.5,0.271572842715728,0.135836416358364,9.99900009999e-05,0.000239261788106904,0.882200264822003,0.53144758516849,"0","6.45525294117647e-07","PWY3O.19..ubiquinol.6.biosynthesis.from.4.hydroxybenzoate..eukaryotic."
"Pathway487",1,1,10001,10001,5001,5001,1,0.5000499950005,9.99900009999e-05,0.000239261788106904,1,0.655322242836841,"0","0","PWY3O.355..stearate.biosynthesis.III..fungi."
"Pathway488",1,1,10001,10001,5001,5001,1,0.5000499950005,9.99900009999e-05,0.000239261788106904,1,0.655322242836841,"0","0","PWY490.3..nitrate.reduction.VI..assimilatory."
"Pathway489",1,1,10001,10001,5001,5001,1,0.5000499950005,9.99900009999e-05,0.000239261788106904,1,0.655322242836841,"0","0","PWY4FS.7..phosphatidylglycerol.biosynthesis.I..plastidic."
"Pathway49",293,9671,331,9709,312,9690,0.970802919708029,0.968903109689031,0.967003299670033,0.987629567249654,1,0.989087582798943,"0.000158242437058824","0.000105599529411765","GALACTUROCAT.PWY..D.galacturonate.degradation.I"
"Pathway490",1,1,10001,10001,5001,5001,1,0.5000499950005,9.99900009999e-05,0.000239261788106904,1,0.655322242836841,"0","0","PWY4FS.8..phosphatidylglycerol.biosynthesis.II..non.plastidic."
"Pathway491",9561,388,9614,441,9587.5,414.5,0.0440955904409559,0.0414458554144586,0.0387961203879612,0.0681317489166116,0.284761885257257,0.264464029787497,"1.67494655882353e-05","2.21122752941176e-05","PWY4LZ.257..superpathway.of.fermentation..Chlamydomonas.reinhardtii."
"Pathway492",1,1,10001,10001,5001,5001,1,0.5000499950005,9.99900009999e-05,0.000239261788106904,1,0.655322242836841,"0","0","PWY66.367..ketogenesis"
"Pathway493",1,1,10001,10001,5001,5001,1,0.5000499950005,9.99900009999e-05,0.000239261788106904,1,0.655322242836841,"0","0","PWY66.373..sucrose.degradation.V..sucrose..alpha..glucosidase."
"Pathway494",1,1,10001,10001,5001,5001,1,0.5000499950005,9.99900009999e-05,0.000239261788106904,1,0.655322242836841,"0","0","PWY66.375..leukotriene.biosynthesis"
"Pathway495",5027,1,10001,4975,7514,2488,0.497450254974503,0.248775122487751,9.99900009999e-05,0.000239261788106904,1,0.655322242836841,"0","5.29615882352941e-07","PWY66.388..fatty.acid..alpha..oxidation.III"
"Pathway496",3886,5020,4982,6116,4434,5568,0.611538846115388,0.556744325567443,0.501949805019498,0.649205440901693,1,0.7141037092463,"5.54200358823529e-06","3.75444882352941e-06","PWY66.389..phytol.degradation"
"Pathway497",1,1,10001,10001,5001,5001,1,0.5000499950005,9.99900009999e-05,0.000239261788106904,1,0.655322242836841,"0","0","PWY66.391..fatty.acid..beta..oxidation.VI..peroxisome."
"Pathway498",927,8925,1077,9075,1002,9000,0.907409259074093,0.8999100089991,0.892410758924108,0.970247802805926,1,0.976420576565825,"3.51136705882353e-06","2.05550082352941e-06","PWY66.398..TCA.cycle.III..animals."
"Pathway499",9780,201,9801,222,9790.5,211.5,0.0221977802219778,0.0211478852114789,0.0200979902009799,0.0376661634535847,0.188857304745716,0.179924864656392,"6.91138235294118e-05","0.000104214164705882","PWY66.399..gluconeogenesis.III"
"Pathway5",1,1,10001,10001,5001,5001,1,0.5000499950005,9.99900009999e-05,0.000239261788106904,1,0.655322242836841,"0","0","ALL.CHORISMATE.PWY..superpathway.of.chorismate.metabolism"
"Pathway50",1,1,10001,10001,5001,5001,1,0.5000499950005,9.99900009999e-05,0.000239261788106904,1,0.655322242836841,"0","0","GALLATE.DEGRADATION.I.PWY..gallate.degradation.II"
"Pathway500",9431,513,9489,571,9460,542,0.0570942905709429,0.0541945805419458,0.0512948705129487,0.0872827003013984,0.336291645560719,0.315742338809597,"9.98949647058823e-05","0.000156822347058824","PWY66.400..glycolysis.VI..metazoan."
"Pathway501",9006,919,9083,996,9044.5,957.5,0.0995900409959004,0.0957404259574043,0.0918908109189081,0.143178705385275,0.459448072286788,0.427640569276406,"6.18955976470588e-05","9.26548829411765e-05","PWY66.409..superpathway.of.purine.nucleotide.salvage"
"Pathway502",1213,8693,1309,8789,1261,8741,0.878812118788121,0.874012598740126,0.869213078692131,0.958748569587486,1,0.964813806685175,"0.000184513182352941","0.000152426588235294","PWY66.422..D.galactose.degradation.V..Leloir.pathway."
"Pathway503",9941,49,9953,61,9947,55,0.0060993900609939,0.0054994500549945,0.0048995100489951,0.011417988635919,0.182221777822218,0.170609605706096,"2.56665305882353e-05","6.57822823529412e-05","PWYG.321..mycolate.biosynthesis"
"Pathway504",8463,1428,8574,1539,8518.5,1483.5,0.153884611538846,0.148335166483352,0.142785721427857,0.21318425260538,0.593369234505121,0.555997547098437,"2.78378582352941e-05","3.71912552941177e-05","PYRIDNUCSAL.PWY..NAD.salvage.pathway.I"
"Pathway505",1,1,10001,10001,5001,5001,1,0.5000499950005,9.99900009999e-05,0.000239261788106904,1,0.655322242836841,"0","0","PYRIDNUCSYN.PWY..NAD.biosynthesis.I..from.aspartate."
"Pathway506",1,1,10001,10001,5001,5001,1,0.5000499950005,9.99900009999e-05,0.000239261788106904,1,0.655322242836841,"0","0","PYRIDOXSYN.PWY..pyridoxal.5..phosphate.biosynthesis.I"
