"Species","Increasing.Rank.Min","Decreasing.Rank.Min","Increasing.Rank.Max","Decreasing.Rank.Max","Increasing.Rank.Average","Decreasing.Rank.Average","Decre.maxRank.P","Decre.aveRank.P","Decre.minRank.P","Decre.minRank.P.FDR","Decre.maxRank.P.FDR","Decre.aveRank.P.FDR","Ctlmean","Dismean","Origin"
"Pathway405",2865,7062,2940,7137,2902.5,7099.5,0.713628637136286,0.70987901209879,0.706129387061294,1,1,1,"2.21374931818182e-06","1.51089088636364e-06","PWY.7235..superpathway.of.ubiquinol.6.biosynthesis..eukaryotic."
"Pathway406",7344,2607,7395,2658,7369.5,2632.5,0.265773422657734,0.263223677632237,0.260673932606739,0.519409769060269,0.97448093028535,0.768529668772253,"3.72002954545455e-05","3.3362025e-05","PWY.7237..myo...chiro..and.scillo.inositol.degradation"
"Pathway407",631,9354,648,9371,639.5,9362.5,0.937006299370063,0.936156384361564,0.935306469353065,1,1,1,"0.000454901409090909","0.0004258315","PWY.724..superpathway.of.L.lysine..L.threonine.and.L.methionine.biosynthesis.II"
"Pathway408",72,9929,73,9930,72.5,9929.5,0.992900709929007,0.992850714928507,0.992800719928007,1,1,1,"0.000244305909090909","0.000169970386363636","PWY.7242..D.fructuronate.degradation"
"Pathway409",5833,3204,6798,4169,6315.5,3686.5,0.416858314168583,0.368613138686131,0.32036796320368,0.61991779161434,1,0.864861900906684,"9.62045454545454e-08","1.15512136363636e-07","PWY.7245..superpathway.NAD.NADP...NADH.NADPH.interconversion..yeast."
"Pathway41",9996,6,9996,6,9996,6,0.0005999400059994,0.0005999400059994,0.0005999400059994,0.00259328905819096,0.0414140404141404,0.0414140404141404,"4.56232045454545e-05","0.000106177179545455","FASYN.ELONG.PWY..fatty.acid.elongation....saturated"
"Pathway410",1196,8777,1225,8806,1210.5,8791.5,0.88051194880512,0.879062093790621,0.877612238776122,1,1,1,"2.56740909090909e-06","2.60954545454545e-06","PWY.7254..TCA.cycle.VII..acetate.producers."
"Pathway411",6571,2499,7503,3431,7037,2965,0.343065693430657,0.296470352964704,0.24987501249875,0.501621747937566,1,0.836358469416216,"1.24340909090909e-07","1.10328886363636e-07","PWY.7268..NAD.NADP.NADH.NADPH.cytosolic.interconversion..yeast."
"Pathway412",1210,8750,1252,8792,1231,8771,0.879112088791121,0.877012298770123,0.874912508749125,1,1,1,"2.70963636363636e-06","2.26415909090909e-06","PWY.7269..NAD.NADP.NADH.NADPH.mitochondrial.interconversion..yeast."
"Pathway413",5019,1,10001,4983,7510,2492,0.498250174982502,0.249175082491751,9.99900009999e-05,0.000454191868948698,1,0.750030491456349,"0","7.81818181818182e-09","PWY.7270..L.methionine.salvage.cycle.II..plants."
"Pathway414",9017,937,9065,985,9041,961,0.0984901509849015,0.0960903909609039,0.0936906309369063,0.211000748664629,0.439922674399227,0.421567599337627,"2.64686545454545e-07","4.95468840909091e-07","PWY.7279..aerobic.respiration.II..cytochrome.c...yeast."
"Pathway415",8720,1256,8746,1282,8733,1269,0.128187181281872,0.126887311268873,0.125587441255874,0.273637676882718,0.520633650920622,0.515239385152394,"0.000208328045454545","0.000232576736363636","PWY.7282..4.amino.2.methyl.5.phosphomethylpyrimidine.biosynthesis..yeast."
"Pathway416",1,1,10001,10001,5001,5001,1,0.5000499950005,9.99900009999e-05,0.000454191868948698,1,0.864861900906684,"0","0","PWY.7283..wybutosine.biosynthesis"
"Pathway417",8266,1668,8334,1736,8300,1702,0.173582641735826,0.17018298170183,0.166783321667833,0.353343321794303,0.664573542645735,0.639762597166857,"9.46568181818182e-07","1.24653440909091e-06","PWY.7286..7..3.amino.3.carboxypropyl..wyosine.biosynthesis"
"Pathway418",7311,2251,7751,2691,7531,2471,0.269073092690731,0.247075292470753,0.225077492250775,0.458713064054811,0.97448093028535,0.750030491456349,"5.36818181818182e-08","1.45860545454545e-07","PWY.7288..fatty.acid..beta..oxidation..peroxisome..yeast."
"Pathway419",1,1,10001,10001,5001,5001,1,0.5000499950005,9.99900009999e-05,0.000454191868948698,1,0.864861900906684,"0","0","PWY.7290..Escherichia.coli.serotype.O86.O.antigen.biosynthesis"
"Pathway42",1289,8687,1315,8713,1302,8700,0.871212878712129,0.86991300869913,0.868613138686131,1,1,1,"8.64854545454545e-06","9.34695454545455e-06","FASYN.INITIAL.PWY..superpathway.of.fatty.acid.biosynthesis.initiation..E..coli."
"Pathway420",7234,1,10001,2768,8617.5,1384.5,0.276772322767723,0.138436156384362,9.99900009999e-05,0.000454191868948698,0.988999766689998,0.541618830817648,"0","1.51380136363636e-07","PWY.7294..xylose.degradation.IV"
"Pathway421",1305,8635,1367,8697,1336,8666,0.86961303869613,0.866513348665134,0.863413658634137,1,1,1,"1.93302272727273e-06","2.54477272727273e-06","PWY.7315..dTDP.N.acetylthomosamine.biosynthesis"
"Pathway422",1,4971,5031,10001,2516,7486,1,0.748525147485251,0.497050294970503,0.826250708262507,1,1,"4.45454545454545e-08","0","PWY.7316..dTDP.N.acetylviosamine.biosynthesis"
"Pathway423",757,9234,768,9245,762.5,9239.5,0.924407559244076,0.923857614238576,0.923307669233077,1,1,1,"2.36157727272727e-05","2.414525e-05","PWY.7323..superpathway.of.GDP.mannose.derived.O.antigen.building.blocks.biosynthesis"
"Pathway424",215,9778,224,9787,219.5,9782.5,0.978602139786021,0.978152184781522,0.977702229777022,1,1,1,"6.01031818181818e-06","3.49993181818182e-06","PWY.7328..superpathway.of.UDP.glucose.derived.O.antigen.building.blocks.biosynthesis"
"Pathway425",1,8344,1658,10001,829.5,9172.5,1,0.917158284171583,0.834316568343166,1,1,1,"5.01818181818182e-07","0","PWY.7345..superpathway.of.anaerobic.sucrose.degradation"
"Pathway426",996,8986,1016,9006,1006,8996,0.9005099490051,0.8995100489951,0.898510148985102,1,1,1,"0.000369597909090909","0.000336911022727273","PWY.7357..thiamin.formation.from.pyrithiamine.and.oxythiamine..yeast."
"Pathway427",4287,5691,4311,5715,4299,5703,0.571442855714429,0.57024297570243,0.569043095690431,0.915937235105318,1,0.964196324847011,"6.64794090909091e-06","5.7177145e-06","PWY.7371..1.4.dihydroxy.6.naphthoate.biosynthesis.II"
"Pathway428",4985,1,10001,5017,7493,2509,0.501649835016498,0.250874912508749,9.99900009999e-05,0.000454191868948698,1,0.750030491456349,"0","1.76590909090909e-07","PWY.7373..superpathway.of.demethylmenaquinol.6.biosynthesis.II"
"Pathway429",1,1,10001,10001,5001,5001,1,0.5000499950005,9.99900009999e-05,0.000454191868948698,1,0.864861900906684,"0","0","PWY.7374..1.4.dihydroxy.6.naphthoate.biosynthesis.I"
"Pathway43",2529,7442,2560,7473,2544.5,7457.5,0.747225277472253,0.745675432456754,0.744125587441256,1,1,1,"1.00809318181818e-05","7.81727272727273e-06","FERMENTATION.PWY..mixed.acid.fermentation"
"Pathway430",8854,1130,8872,1148,8863,1139,0.114788521147885,0.113888611138886,0.112988701129887,0.250255966138923,0.488306724883067,0.473211593569325,"9.99217309090909e-05","0.000112684825","PWY.7383..anaerobic.energy.metabolism..invertebrates..cytosol."
"Pathway431",1796,8015,1987,8206,1891.5,8110.5,0.82051794820518,0.810968903109689,0.801419858014199,1,1,1,"2.63727272727273e-07","1.21795454545455e-07","PWY.7384..anaerobic.energy.metabolism..invertebrates..mitochondrial."
"Pathway432",6709,1984,8018,3293,7363.5,2638.5,0.329267073292671,0.263823617638236,0.198380161983802,0.415358464153585,1,0.768529668772253,"4.95909090909091e-08","1.55835227272727e-07","PWY.7385..1.3.propanediol.biosynthesis..engineered."
"Pathway433",826,9153,849,9176,837.5,9164.5,0.917508249175082,0.916358364163584,0.915208479152085,1,1,1,"8.06815909090909e-06","7.98640909090909e-06","PWY.7388..octanoyl..acyl.carrier.protein..biosynthesis..mitochondria..yeast."
"Pathway434",1500,8386,1616,8502,1558,8444,0.85011498850115,0.844315568443156,0.838516148385162,1,1,1,"4.1e-07","1.84068181818182e-07","PWY.7389..superpathway.of.anaerobic.energy.metabolism..invertebrates."
"Pathway435",580,9365,637,9422,608.5,9393.5,0.942105789421058,0.939256074392561,0.936406359364064,1,1,1,"6.27113636363636e-07","2.39909090909091e-07","PWY.7391..isoprene.biosynthesis.II..engineered."
"Pathway436",9986,16,9986,16,9986,16,0.0015998400159984,0.0015998400159984,0.0015998400159984,0.00616916725593628,0.0414140404141404,0.0414140404141404,"1.39873545454545e-05","3.76134520454545e-05","PWY.7392..taxadiene.biosynthesis..engineered."
"Pathway437",8354,1247,8755,1648,8554.5,1447.5,0.164783521647835,0.144735526447355,0.124687531246875,0.272785782646225,0.644700493454304,0.554130301255589,"1.20590909090909e-07","1.51227272727273e-07","PWY.7399..methylphosphonate.degradation.II"
"Pathway438",6386,3564,6438,3616,6412,3590,0.361563843615638,0.358964103589641,0.356364363563644,0.665544595366247,1,0.864861900906684,"0.000248668704545455","0.000260768909090909","PWY.7400..L.arginine.biosynthesis.IV..archaebacteria."
"Pathway439",1697,8227,1775,8305,1736,8266,0.83041695830417,0.826517348265174,0.822617738226177,1,1,1,"7.11145454545455e-07","1.25327727272727e-06","PWY.7409..phospholipid.remodeling..phosphatidylethanolamine..yeast."
"Pathway44",9862,136,9866,140,9864,138,0.013998600139986,0.0137986201379862,0.0135986401359864,0.0428757124287571,0.146889014802223,0.139728884254432,"3.21963181818182e-05","4.60992136363636e-05","FOLSYN.PWY..superpathway.of.tetrahydrofolate.biosynthesis.and.salvage"
"Pathway440",6051,2292,7710,3951,6880.5,3121.5,0.395060493950605,0.312118788121188,0.229177082291771,0.465298924652989,1,0.864861900906684,"8.25e-09","1.62627954545455e-08","PWY.7411..superpathway.of.phosphatidate.biosynthesis..yeast."
"Pathway441",1,1,10001,10001,5001,5001,1,0.5000499950005,9.99900009999e-05,0.000454191868948698,1,0.864861900906684,"0","0","PWY.7420..monoacylglycerol.metabolism..yeast."
"Pathway442",1177,7206,2796,8825,1986.5,8015.5,0.882411758824118,0.801469853014699,0.720527947205279,1,1,1,"2.41136363636364e-08","2.30138636363636e-09","PWY.7431..aromatic.biogenic.amine.degradation..bacteria."
"Pathway443",76,9876,126,9926,101,9901,0.992500749925007,0.99000099990001,0.987501249875013,1,1,1,"1.00502272727273e-06","8.15909090909091e-09","PWY.7446..sulfoglycolysis"
"Pathway444",92,9907,95,9910,93.5,9908.5,0.990900909909009,0.990750924907509,0.990600939906009,1,1,1,"7.71149545454545e-05","4.080725e-05","PWY.7456..mannan.degradation"
"Pathway445",5019,1,10001,4983,7510,2492,0.498250174982502,0.249175082491751,9.99900009999e-05,0.000454191868948698,1,0.750030491456349,"0","7.84090909090909e-09","PWY.7527..L.methionine.salvage.cycle.III"
"Pathway446",5019,1,10001,4983,7510,2492,0.498250174982502,0.249175082491751,9.99900009999e-05,0.000454191868948698,1,0.750030491456349,"0","8.70454545454545e-09","PWY.7528..L.methionine.salvage.cycle.I..bacteria.and.plants."
"Pathway447",9934,67,9935,68,9934.5,67.5,0.0067993200679932,0.00674932506749325,0.0066993300669933,0.0231667155865059,0.0984982582822799,0.095201006215168,"5.10465386363636e-05","7.79130090909091e-05","PWY.7539..6.hydroxymethyl.dihydropterin.diphosphate.biosynthesis.III..Chlamydia."
"Pathway448",1,4995,5007,10001,2504,7498,1,0.74972502749725,0.499450054994501,0.826250708262507,1,1,"4.20454545454545e-09","0","PWY.7546..diphthamide.biosynthesis..eukaryotes."
"Pathway449",9883,117,9885,119,9884,118,0.0118988101189881,0.0117988201179882,0.0116988301169883,0.0375483409742858,0.131252180904359,0.126483351664834,"7.35950454545455e-05","0.000117562172727273","PWY.7560..methylerythritol.phosphate.pathway.II"
"Pathway45",2104,7835,2167,7898,2135.5,7866.5,0.78972102789721,0.786571342865713,0.783421657834217,1,1,1,"6.42990909090909e-06","6.06747727272727e-06","FUC.RHAMCAT.PWY..superpathway.of.fucose.and.rhamnose.degradation"
"Pathway450",1,1,10001,10001,5001,5001,1,0.5000499950005,9.99900009999e-05,0.000454191868948698,1,0.864861900906684,"0","0","PWY.7592..arachidonate.biosynthesis.III..metazoa."
"Pathway451",1,1,10001,10001,5001,5001,1,0.5000499950005,9.99900009999e-05,0.000454191868948698,1,0.864861900906684,"0","0","PWY.7606..docosahexaenoate.biosynthesis.III..mammals."
"Pathway452",1,1,10001,10001,5001,5001,1,0.5000499950005,9.99900009999e-05,0.000454191868948698,1,0.864861900906684,"0","0","PWY.7616..methanol.oxidation.to.carbon.dioxide"
"Pathway453",1,7245,2757,10001,1379,8623,1,0.862213778622138,0.724427557244276,1,1,1,"2.87727272727273e-08","0","PWY.7619..juniperonate.biosynthesis"
"Pathway454",1,1,10001,10001,5001,5001,1,0.5000499950005,9.99900009999e-05,0.000454191868948698,1,0.864861900906684,"0","0","PWY.7626..bacilysin.biosynthesis"
"Pathway455",9250,742,9260,752,9255,747,0.0751924807519248,0.0746925307469253,0.0741925807419258,0.173833051477461,0.375162483751625,0.349996304717354,"0.000289830113636364","0.000308378431818182","PWY.7663..gondoate.biosynthesis..anaerobic."
"Pathway456",9992,10,9992,10,9992,10,0.000999900009999,0.000999900009999,0.000999900009999,0.00415462329736019,0.0414140404141404,0.0414140404141404,"4.26028409090909e-05","9.79807227272727e-05","PWY.7664..oleate.biosynthesis.IV..anaerobic."
"Pathway457",721,9272,730,9281,725.5,9276.5,0.928007199280072,0.927557244275572,0.927107289271073,1,1,1,"6.19902272727273e-06","4.87625e-06","PWY.821..superpathway.of.sulfur.amino.acid.biosynthesis..Saccharomyces.cerevisiae."
"Pathway458",9854,144,9858,148,9856,146,0.0147985201479852,0.0145985401459854,0.0143985601439856,0.04486993161149,0.146889014802223,0.139728884254432,"0.00021688225","0.000249993681818182","PWY.841..superpathway.of.purine.nucleotides.de.novo.biosynthesis.I"
"Pathway459",567,9423,579,9435,573,9429,0.943405659434057,0.942805719428057,0.942205779422058,1,1,1,"1.48188636363636e-06","7.73384090909091e-07","PWY.922..mevalonate.pathway.I"
"Pathway46",302,9693,309,9700,305.5,9696.5,0.96990300969903,0.96955304469553,0.969203079692031,1,1,1,"1.65626136363636e-05","1.09352272727273e-05","FUCCAT.PWY..fucose.degradation"
"Pathway460",9173,805,9197,829,9185,817,0.0828917108289171,0.0816918308169183,0.0804919508049195,0.185964162204469,0.38763709835913,0.374246336050156,"1.59744684090909e-05","2.02904822727273e-05","PWY0.1061..superpathway.of.L.alanine.biosynthesis"
"Pathway461",485,9503,499,9517,492,9510,0.951604839516048,0.950904909509049,0.95020497950205,1,1,1,"1.83820454545455e-06","1.65798181818182e-06","PWY0.1241..ADP.L.glycero..beta..D.manno.heptose.biosynthesis"
"Pathway462",4397,5557,4445,5605,4421,5581,0.56044395560444,0.558044195580442,0.555644435556444,0.899774675100466,1,0.946555977313661,"5.32159681818182e-05","5.59641052045455e-05","PWY0.1261..anhydromuropeptides.recycling"
"Pathway463",5717,4124,5878,4285,5797.5,4204.5,0.428457154284572,0.42040795920408,0.412358764123588,0.737148876474479,1,0.864861900906684,"1.14405443181818e-06","1.55221584090909e-06","PWY0.1277..3.phenylpropanoate.and.3..3.hydroxyphenyl.propanoate.degradation"
"Pathway464",48,9949,53,9954,50.5,9951.5,0.995300469953005,0.995050494950505,0.994800519948005,1,1,1,"0.000463084590909091","0.000372744681818182","PWY0.1296..purine.ribonucleosides.degradation"
"Pathway465",9987,15,9987,15,9987,15,0.0014998500149985,0.0014998500149985,0.0014998500149985,0.00586802633605253,0.0414140404141404,0.0414140404141404,"4.76293818181818e-05","0.000113538943181818","PWY0.1297..superpathway.of.purine.deoxyribonucleosides.degradation"
"Pathway466",9419,568,9434,583,9426.5,575.5,0.0582941705829417,0.0575442455754425,0.0567943205679432,0.140284589052615,0.315612883156129,0.305383323053833,"4.37216818181818e-05","6.63723272727273e-05","PWY0.1298..superpathway.of.pyrimidine.deoxyribonucleosides.degradation"
"Pathway467",44,9956,46,9958,45,9957,0.995700429957004,0.995600439956004,0.995500449955005,1,1,1,"0.000551521068181818","0.000494149272727273","PWY0.1319..CDP.diacylglycerol.biosynthesis.II"
"Pathway468",1538,8378,1624,8464,1581,8421,0.846315368463154,0.842015798420158,0.837716228377162,1,1,1,"5.73481818181818e-07","4.62820454545455e-07","PWY0.1338..polymyxin.resistance"
"Pathway469",1935,8023,1979,8067,1957,8045,0.806619338066193,0.804419558044196,0.802219778022198,1,1,1,"1.52134090909091e-06","1.88888636363636e-06","PWY0.1415..superpathway.of.heme.biosynthesis.from.uroporphyrinogen.III"
"Pathway47",45,9956,46,9957,45.5,9956.5,0.995600439956004,0.995550444955504,0.995500449955005,1,1,1,"0.00020754925","0.00014069825","GALACT.GLUCUROCAT.PWY..superpathway.of.hexuronide.and.hexuronate.degradation"
"Pathway470",3456,6497,3505,6546,3480.5,6521.5,0.654534546545345,0.652084791520848,0.64963503649635,1,1,1,"1.20461159090909e-05","8.76447355227273e-06","PWY0.1479..tRNA.processing"
"Pathway471",1995,7904,2098,8007,2046.5,7955.5,0.800619938006199,0.795470452954705,0.79032096790321,1,1,1,"1.46709090909091e-06","1.21829545454545e-06","PWY0.1533..methylphosphonate.degradation.I"
"Pathway472",9660,335,9667,342,9663.5,338.5,0.0341965803419658,0.0338466153384662,0.0334966503349665,0.0970497544840111,0.271125828593611,0.262885103894674,"0.000172224863636364","0.000216641604545455","PWY0.1586..peptidoglycan.maturation..meso.diaminopimelate.containing."
"Pathway473",9969,31,9971,33,9970,32,0.0032996700329967,0.0031996800319968,0.0030996900309969,0.0111505627960694,0.058954104589541,0.0553234999080737,"0.000177711522727273","0.000233618613636364","PWY0.162..superpathway.of.pyrimidine.ribonucleotides.de.novo.biosynthesis"
"Pathway474",9648,345,9657,354,9652.5,349.5,0.0353964603539646,0.0349465053494651,0.0344965503449655,0.0994094138973199,0.274963807967029,0.262885103894674,"0.000183738159090909","0.000208042613636364","PWY0.166..superpathway.of.pyrimidine.deoxyribonucleotides.de.novo.biosynthesis..E..coli."
"Pathway475",6158,3626,6376,3844,6267,3735,0.384361563843616,0.373462653734627,0.362563743625637,0.667999179463497,1,0.864861900906684,"7.9164775e-07","4.52631568181818e-07","PWY0.321..phenylacetate.degradation.I..aerobic."
"Pathway476",3517,6119,3883,6485,3700,6302,0.648435156484352,0.63013698630137,0.611838816118388,0.967391166488071,1,1,"4.05522727272727e-07","2.49825e-07","PWY0.41..allantoin.degradation.IV..anaerobic."
"Pathway477",1235,8354,1648,8767,1441.5,8560.5,0.876612338766123,0.855964403559644,0.835316468353165,1,1,1,"1.78863636363636e-07","4.50227272727273e-08","PWY0.42..2.methylcitrate.cycle.I"
"Pathway478",8642,1332,8670,1360,8656,1346,0.135986401359864,0.134586541345865,0.133186681331867,0.28669904093928,0.539916378732497,0.534358416010251,"9.19417727272727e-05","0.0001005928","PWY0.781..aspartate.superpathway"
"Pathway479",175,9823,179,9827,177,9825,0.982601739826017,0.982401759824018,0.982201779822018,1,1,1,"0.000122697159090909","7.54761363636364e-05","PWY0.845..superpathway.of.pyridoxal.5..phosphate.biosynthesis.and.salvage"
"Pathway48",1192,8738,1264,8810,1228,8774,0.880911908809119,0.877312268773123,0.873712628737126,1,1,1,"1.08577272727273e-06","3.10275e-07","GALACTARDEG.PWY..D.galactarate.degradation.I"
"Pathway480",9989,12,9990,13,9989.5,12.5,0.0012998700129987,0.00124987501249875,0.0011998800119988,0.00483560666489742,0.0414140404141404,0.0414140404141404,"3.93275227272727e-05","9.01421409090909e-05","PWY0.862...5Z..dodec.5.enoate.biosynthesis"
"Pathway481",1,1,10001,10001,5001,5001,1,0.5000499950005,9.99900009999e-05,0.000454191868948698,1,0.864861900906684,"0","0","PWY0.881..superpathway.of.fatty.acid.biosynthesis.I..E..coli."
"Pathway482",6586,3007,6995,3416,6790.5,3211.5,0.341565843415658,0.321117888211179,0.300669933006699,0.583909724969532,1,0.864861900906684,"2.7775e-08","6.11363636363636e-08","PWY1F.823..leucopelargonidin.and.leucocyanidin.biosynthesis"
"Pathway483",1,4963,5039,10001,2520,7482,1,0.748125187481252,0.496250374962504,0.826250708262507,1,1,"5.47727272727273e-08","0","PWY1G.0..mycothiol.biosynthesis"
"Pathway484",4982,1,10001,5020,7491.5,2510.5,0.501949805019498,0.251024897510249,9.99900009999e-05,0.000454191868948698,1,0.750030491456349,"0","1.41208863636364e-07","PWY3DJ.35471..L.ascorbate.biosynthesis.IV"
"Pathway485",1,1,10001,10001,5001,5001,1,0.5000499950005,9.99900009999e-05,0.000454191868948698,1,0.864861900906684,"0","0","PWY3O.1109..superpathway.of.4.hydroxybenzoate.biosynthesis..yeast."
"Pathway486",5788,3935,6067,4214,5927.5,4074.5,0.421357864213579,0.407409259074093,0.393460653934607,0.710083873767505,1,0.864861900906684,"7.08081181818182e-07","3.27051111363636e-07","PWY3O.19..ubiquinol.6.biosynthesis.from.4.hydroxybenzoate..eukaryotic."
"Pathway487",9171,367,9635,831,9403,599,0.0830916908309169,0.0598940105989401,0.0366963303669633,0.104086433461917,0.38763709835913,0.311681453213902,"8.2785e-09","1.26844272727273e-07","PWY3O.355..stearate.biosynthesis.III..fungi."
"Pathway488",2212,7744,2258,7790,2235,7767,0.778922107789221,0.776622337766223,0.774322567743226,1,1,1,"1.46793181818182e-06","5.71568181818182e-07","PWY490.3..nitrate.reduction.VI..assimilatory."
"Pathway489",9986,15,9987,16,9986.5,15.5,0.0015998400159984,0.00154984501549845,0.0014998500149985,0.00586802633605253,0.0414140404141404,0.0414140404141404,"7.22564318181818e-05","0.000138960745454545","PWY4FS.7..phosphatidylglycerol.biosynthesis.I..plastidic."
"Pathway49",86,9916,86,9916,86,9916,0.991500849915009,0.991500849915009,0.991500849915009,1,1,1,"0.000224876522727273","0.000158339984090909","GALACTUROCAT.PWY..D.galacturonate.degradation.I"
"Pathway490",9986,15,9987,16,9986.5,15.5,0.0015998400159984,0.00154984501549845,0.0014998500149985,0.00586802633605253,0.0414140404141404,0.0414140404141404,"7.22564318181818e-05","0.000138960586363636","PWY4FS.8..phosphatidylglycerol.biosynthesis.II..non.plastidic."
"Pathway491",9995,7,9995,7,9995,7,0.0006999300069993,0.0006999300069993,0.0006999300069993,0.0029540353051309,0.0414140404141404,0.0414140404141404,"1.75251931818182e-05","4.08965272727273e-05","PWY4LZ.257..superpathway.of.fermentation..Chlamydomonas.reinhardtii."
"Pathway492",1,1,10001,10001,5001,5001,1,0.5000499950005,9.99900009999e-05,0.000454191868948698,1,0.864861900906684,"0","0","PWY66.367..ketogenesis"
"Pathway493",1,1,10001,10001,5001,5001,1,0.5000499950005,9.99900009999e-05,0.000454191868948698,1,0.864861900906684,"0","0","PWY66.373..sucrose.degradation.V..sucrose..alpha..glucosidase."
"Pathway494",6682,1647,8355,3320,7518.5,2483.5,0.331966803319668,0.248325167483252,0.164683531646835,0.350279257788507,1,0.750030491456349,"6.20454545454545e-09","2.03048636363636e-08","PWY66.375..leukotriene.biosynthesis"
"Pathway495",4995,1,10001,5007,7498,2504,0.500649935006499,0.25037496250375,9.99900009999e-05,0.000454191868948698,1,0.750030491456349,"0","8.70454545454545e-09","PWY66.388..fatty.acid..alpha..oxidation.III"
"Pathway496",1881,7971,2031,8121,1956,8046,0.812018798120188,0.804519548045195,0.797020297970203,1,1,1,"3.81206818181818e-07","1.90022727272727e-07","PWY66.389..phytol.degradation"
"Pathway497",7311,2251,7751,2691,7531,2471,0.269073092690731,0.247075292470753,0.225077492250775,0.458713064054811,0.97448093028535,0.750030491456349,"8.17727272727273e-08","2.65658909090909e-07","PWY66.391..fatty.acid..beta..oxidation.VI..peroxisome."
"Pathway498",343,9649,353,9659,348,9654,0.965803419658034,0.965303469653035,0.964803519648035,1,1,1,"3.59790909090909e-06","1.65740909090909e-06","PWY66.398..TCA.cycle.III..animals."
"Pathway499",9944,55,9947,58,9945.5,56.5,0.0057994200579942,0.00564943505649435,0.0054994500549945,0.019266047251484,0.0888139757452826,0.0865170625794563,"4.94695272727273e-05","7.74527522727273e-05","PWY66.399..gluconeogenesis.III"
"Pathway5",9966,27,9975,36,9970.5,31.5,0.0035996400359964,0.00314968503149685,0.0026997300269973,0.00984391356782689,0.0622389373965829,0.0553234999080737,"2.43217636363636e-07","4.64252209090909e-06","ALL.CHORISMATE.PWY..superpathway.of.chorismate.metabolism"
"Pathway50",4982,1,10001,5020,7491.5,2510.5,0.501949805019498,0.251024897510249,9.99900009999e-05,0.000454191868948698,1,0.750030491456349,"0","1.49929772727273e-08","GALLATE.DEGRADATION.I.PWY..gallate.degradation.II"
"Pathway500",9907,91,9911,95,9909,93,0.0094990500949905,0.0092990700929907,0.0090990900909909,0.0302926229116219,0.121225972640831,0.113279581132796,"7.05421977272727e-05","0.000110054811363636","PWY66.400..glycolysis.VI..metazoan."
"Pathway501",9939,60,9942,63,9940.5,61.5,0.0062993700629937,0.00614938506149385,0.005999400059994,0.0208810287802389,0.0937906209379062,0.0890829835935325,"8.216575e-05","0.000131159902272727","PWY66.409..superpathway.of.purine.nucleotide.salvage"
"Pathway502",222,9774,228,9780,225,9777,0.977902209779022,0.977602239776022,0.977302269773023,1,1,1,"0.000366789045454545","0.000313124522727273","PWY66.422..D.galactose.degradation.V..Leloir.pathway."
"Pathway503",9990,12,9990,12,9990,12,0.0011998800119988,0.0011998800119988,0.0011998800119988,0.00483560666489742,0.0414140404141404,0.0414140404141404,"4.468675e-05","0.000102285825","PWYG.321..mycolate.biosynthesis"
"Pathway504",8558,1417,8585,1444,8571.5,1430.5,0.144385561443856,0.143035696430357,0.141685831416858,0.303774422557744,0.569048977455196,0.551562109976053,"4.18090659090909e-05","4.84384590909091e-05","PYRIDNUCSAL.PWY..NAD.salvage.pathway.I"
"Pathway505",9977,25,9977,25,9977,25,0.0024997500249975,0.0024997500249975,0.0024997500249975,0.00924045526481835,0.0515333082076408,0.0506171605061716,"0.000200016386363636","0.000278112318181818","PYRIDNUCSYN.PWY..NAD.biosynthesis.I..from.aspartate."
"Pathway506",259,9729,273,9743,266,9736,0.974202579742026,0.973502649735027,0.972802719728027,1,1,1,"0.000102080090909091","6.92894545454545e-05","PYRIDOXSYN.PWY..pyridoxal.5..phosphate.biosynthesis.I"
