"rowname","MeanDecreaseGini","Rank","Study","RepeatTimes","Fold","FeatureCount"
"Olsenella_unclassified",0.258212865288312,30,"ThomasAM_2018a",6,3,40
"Clostridium_nexile",0.0497234179518091,40,"ThomasAM_2018a",6,3,40
"Streptococcus_vestibularis",0.163945631106435,38,"ThomasAM_2018a",6,3,40
"Blautia_producta",0.235395903354034,34,"ThomasAM_2018a",6,3,40
"Prevotella_stercorea",0.244167031675862,33,"ThomasAM_2018a",6,3,40
"Fusobacterium_mortiferum",0.183538423972933,36,"ThomasAM_2018a",6,3,40
"Enterococcus_faecium",0.215038370487484,35,"ThomasAM_2018a",6,3,40
"Gemella_morbillorum",0.0729167600289193,39,"ThomasAM_2018a",6,3,40
"Morganella_morganii",0.393638724686231,23,"ThomasAM_2018a",6,3,40
"Desulfovibrio_desulfuricans",0.468180021685253,20,"ThomasAM_2018a",6,3,40
"Lachnospiraceae_bacterium_7_1_58FAA",0.762046841189656,6,"ThomasAM_2018a",6,3,40
"Holdemania_filiformis",0.528161423554435,18,"ThomasAM_2018a",6,2,40
"Porphyromonas_asaccharolytica",0.599155364341221,13,"ThomasAM_2018a",6,2,40
"Roseburia_inulinivorans",0.709150760233673,8,"ThomasAM_2018a",6,2,40
"Gordonibacter_pamelaeae",0.399260642379875,23,"ThomasAM_2018a",6,2,40
"Clostridium_leptum",0.552864219113818,15,"ThomasAM_2018a",6,2,40
"Bacteroides_stercoris",0.624436238551467,12,"ThomasAM_2018a",6,2,40
"Mitsuokella_unclassified",0.279737394112965,31,"ThomasAM_2018a",6,2,40
"Pseudomonas_aeruginosa",0.563577372799151,14,"ThomasAM_2018a",6,2,40
"Bifidobacterium_catenulatum",0.366838730210424,26,"ThomasAM_2018a",6,2,40
"Odoribacter_splanchnicus",0.778750027725916,4,"ThomasAM_2018a",6,2,40
"Bifidobacterium_pseudocatenulatum",0.41414592233419,22,"ThomasAM_2018a",6,2,40
"Erysipelotrichaceae_bacterium_21_3",0.39664518077871,24,"ThomasAM_2018a",6,2,40
"Dorea_formicigenerans",0.546632598527467,17,"ThomasAM_2018a",6,2,40
"Bacteroides_massiliensis",0.645606583021768,11,"ThomasAM_2018a",6,2,40
"Ruminococcus_torques",0.8375543032896,3,"ThomasAM_2018a",6,2,40
"Subdoligranulum_unclassified",1.07088940286282,1,"ThomasAM_2018a",6,2,40
"Streptococcus_parasanguinis",0.448240257634419,20,"ThomasAM_2018a",6,2,40
"Bacteroides_caccae",0.739920243017523,7,"ThomasAM_2018a",6,2,40
"Collinsella_aerofaciens",0.774923758752144,5,"ThomasAM_2018a",6,2,40
"Alistipes_unclassified",0.250885029929876,32,"ThomasAM_2018a",6,2,40
"Bacteroides_thetaiotaomicron",0.936075596546903,2,"ThomasAM_2018a",6,2,40
"Odoribacter_unclassified",0.307895317908283,28,"ThomasAM_2018a",6,2,40
"Solobacterium_moorei",0.323280221051841,27,"ThomasAM_2018a",6,2,40
"Rothia_mucilaginosa",0.418270189502856,21,"ThomasAM_2018a",6,2,40
"Bifidobacterium_longum",0.771818612287693,6,"ThomasAM_2018a",6,2,40
"Streptococcus_australis",0.185151386398611,37,"ThomasAM_2018a",6,2,40
"Bacteroides_eggerthii",0.461777804090743,19,"ThomasAM_2018a",6,2,40
"Coprococcus_catus",0.649575915757327,10,"ThomasAM_2018a",6,2,40
"Bifidobacterium_adolescentis",0.548805281615448,16,"ThomasAM_2018a",6,2,40
"Olsenella_unclassified",0.0687563856493417,39,"ThomasAM_2018a",6,2,40
"Clostridium_nexile",0.0524342028960454,40,"ThomasAM_2018a",6,2,40
"Streptococcus_vestibularis",0.212420604376738,34,"ThomasAM_2018a",6,2,40
"Blautia_producta",0.303764181193811,29,"ThomasAM_2018a",6,2,40
"Prevotella_stercorea",0.198016774380793,36,"ThomasAM_2018a",6,2,40
"Fusobacterium_mortiferum",0.198586682094829,35,"ThomasAM_2018a",6,2,40
"Enterococcus_faecium",0.24987191221539,33,"ThomasAM_2018a",6,2,40
"Gemella_morbillorum",0.159212802514593,38,"ThomasAM_2018a",6,2,40
"Morganella_morganii",0.285733756947246,30,"ThomasAM_2018a",6,2,40
"Desulfovibrio_desulfuricans",0.390620121523632,25,"ThomasAM_2018a",6,2,40
"Lachnospiraceae_bacterium_7_1_58FAA",0.662888523924151,9,"ThomasAM_2018a",6,2,40
"Holdemania_filiformis",0.932470995684284,2,"ThomasAM_2018a",6,1,40
"Porphyromonas_asaccharolytica",0.487751739780584,17,"ThomasAM_2018a",6,1,40
"Roseburia_inulinivorans",0.567071955828453,13,"ThomasAM_2018a",6,1,40
"Gordonibacter_pamelaeae",0.573621217371268,12,"ThomasAM_2018a",6,1,40
"Clostridium_leptum",0.456336203809293,19,"ThomasAM_2018a",6,1,40
"Bacteroides_stercoris",0.696253797386369,8,"ThomasAM_2018a",6,1,40
"Mitsuokella_unclassified",0.204333128945247,34,"ThomasAM_2018a",6,1,40
"Pseudomonas_aeruginosa",0.431049746213302,20,"ThomasAM_2018a",6,1,40
"Bifidobacterium_catenulatum",0.549124062881188,14,"ThomasAM_2018a",6,1,40
"Odoribacter_splanchnicus",0.579572805836586,11,"ThomasAM_2018a",6,1,40
"Bifidobacterium_pseudocatenulatum",0.234074971225829,32,"ThomasAM_2018a",6,1,40
"Erysipelotrichaceae_bacterium_21_3",0.405119351440886,26,"ThomasAM_2018a",6,1,40
"Dorea_formicigenerans",0.420347775166351,23,"ThomasAM_2018a",6,1,40
"Bacteroides_massiliensis",0.424797098170926,22,"ThomasAM_2018a",6,1,40
"Ruminococcus_torques",0.798572716555614,5,"ThomasAM_2018a",6,1,40
"Subdoligranulum_unclassified",1.04490876783975,1,"ThomasAM_2018a",6,1,40
"Streptococcus_parasanguinis",0.425555924776998,21,"ThomasAM_2018a",6,1,40
"Bacteroides_caccae",0.770046698395129,7,"ThomasAM_2018a",6,1,40
"Collinsella_aerofaciens",0.857938091881534,3,"ThomasAM_2018a",6,1,40
"Alistipes_unclassified",0.462116202316628,18,"ThomasAM_2018a",6,1,40
"Bacteroides_thetaiotaomicron",0.687017174038062,9,"ThomasAM_2018a",6,1,40
"Odoribacter_unclassified",0.365363982148295,28,"ThomasAM_2018a",6,1,40
"Solobacterium_moorei",0.230371349437335,33,"ThomasAM_2018a",6,1,40
"Rothia_mucilaginosa",0.407542289949961,25,"ThomasAM_2018a",6,1,40
"Bifidobacterium_longum",0.824867573720745,4,"ThomasAM_2018a",6,1,40
"Streptococcus_australis",0.178690904393061,36,"ThomasAM_2018a",6,1,40
"Bacteroides_eggerthii",0.545471821666581,15,"ThomasAM_2018a",6,1,40
"Coprococcus_catus",0.524631981606377,16,"ThomasAM_2018a",6,1,40
"Bifidobacterium_adolescentis",0.772956197132297,6,"ThomasAM_2018a",6,1,40
"Olsenella_unclassified",0.341086054836593,29,"ThomasAM_2018a",6,1,40
"Clostridium_nexile",0.049117663817322,40,"ThomasAM_2018a",6,1,40
"Streptococcus_vestibularis",0.164627487562664,37,"ThomasAM_2018a",6,1,40
"Blautia_producta",0.290560298317635,30,"ThomasAM_2018a",6,1,40
"Prevotella_stercorea",0.130799154367196,39,"ThomasAM_2018a",6,1,40
"Fusobacterium_mortiferum",0.19003290855815,35,"ThomasAM_2018a",6,1,40
"Enterococcus_faecium",0.25797726968692,31,"ThomasAM_2018a",6,1,40
"Gemella_morbillorum",0.158526107404961,38,"ThomasAM_2018a",6,1,40
"Morganella_morganii",0.373327044943108,27,"ThomasAM_2018a",6,1,40
"Desulfovibrio_desulfuricans",0.419794808023823,24,"ThomasAM_2018a",6,1,40
"Lachnospiraceae_bacterium_7_1_58FAA",0.608769913998522,10,"ThomasAM_2018a",6,1,40
"Holdemania_filiformis",0.548292621433829,16,"ThomasAM_2018a",5,5,40
"Porphyromonas_asaccharolytica",0.296898900441003,27,"ThomasAM_2018a",5,5,40
"Roseburia_inulinivorans",0.727567477006389,8,"ThomasAM_2018a",5,5,40
"Gordonibacter_pamelaeae",0.465994892049039,18,"ThomasAM_2018a",5,5,40
"Clostridium_leptum",0.439450704248178,20,"ThomasAM_2018a",5,5,40
"Bacteroides_stercoris",0.620805550835591,12,"ThomasAM_2018a",5,5,40
"Mitsuokella_unclassified",0.244569342545484,31,"ThomasAM_2018a",5,5,40
"Pseudomonas_aeruginosa",0.288678111933516,28,"ThomasAM_2018a",5,5,40
"Bifidobacterium_catenulatum",0.348318487917957,25,"ThomasAM_2018a",5,5,40
"Odoribacter_splanchnicus",0.586741744232213,14,"ThomasAM_2018a",5,5,40
"Bifidobacterium_pseudocatenulatum",0.417210209491565,21,"ThomasAM_2018a",5,5,40
"Erysipelotrichaceae_bacterium_21_3",0.452637894686424,19,"ThomasAM_2018a",5,5,40
"Dorea_formicigenerans",0.691642376842749,10,"ThomasAM_2018a",5,5,40
"Bacteroides_massiliensis",0.653827461092276,11,"ThomasAM_2018a",5,5,40
"Ruminococcus_torques",0.847702923848244,6,"ThomasAM_2018a",5,5,40
"Subdoligranulum_unclassified",0.961693492049602,3,"ThomasAM_2018a",5,5,40
"Streptococcus_parasanguinis",0.305129543410409,26,"ThomasAM_2018a",5,5,40
"Bacteroides_caccae",0.896213229750865,5,"ThomasAM_2018a",5,5,40
"Collinsella_aerofaciens",0.90391545310165,4,"ThomasAM_2018a",5,5,40
"Alistipes_unclassified",0.099263992034005,39,"ThomasAM_2018a",5,5,40
"Bacteroides_thetaiotaomicron",1.05588953194295,2,"ThomasAM_2018a",5,5,40
"Odoribacter_unclassified",0.359947850264563,24,"ThomasAM_2018a",5,5,40
"Solobacterium_moorei",0.24990295637703,29,"ThomasAM_2018a",5,5,40
"Rothia_mucilaginosa",0.392118340834908,22,"ThomasAM_2018a",5,5,40
"Bifidobacterium_longum",1.05822316289414,1,"ThomasAM_2018a",5,5,40
"Streptococcus_australis",0.127821787406593,35,"ThomasAM_2018a",5,5,40
"Bacteroides_eggerthii",0.385092384704341,23,"ThomasAM_2018a",5,5,40
"Coprococcus_catus",0.698991639103209,9,"ThomasAM_2018a",5,5,40
"Bifidobacterium_adolescentis",0.841219331472635,7,"ThomasAM_2018a",5,5,40
"Olsenella_unclassified",0.243727443280886,32,"ThomasAM_2018a",5,5,40
"Clostridium_nexile",0.0253275735776704,40,"ThomasAM_2018a",5,5,40
"Streptococcus_vestibularis",0.178037951170045,34,"ThomasAM_2018a",5,5,40
"Blautia_producta",0.113937326273728,38,"ThomasAM_2018a",5,5,40
"Prevotella_stercorea",0.122241113791026,36,"ThomasAM_2018a",5,5,40
"Fusobacterium_mortiferum",0.244752778086666,30,"ThomasAM_2018a",5,5,40
"Enterococcus_faecium",0.222034470558165,33,"ThomasAM_2018a",5,5,40
"Gemella_morbillorum",0.115611127004563,37,"ThomasAM_2018a",5,5,40
"Morganella_morganii",0.540942729149783,17,"ThomasAM_2018a",5,5,40
"Desulfovibrio_desulfuricans",0.567392936663283,15,"ThomasAM_2018a",5,5,40
"Lachnospiraceae_bacterium_7_1_58FAA",0.609591884692734,13,"ThomasAM_2018a",5,5,40
"Holdemania_filiformis",0.685832622038732,7,"ThomasAM_2018a",5,4,40
"Porphyromonas_asaccharolytica",0.518775910324184,18,"ThomasAM_2018a",5,4,40
"Roseburia_inulinivorans",0.662745946103308,8,"ThomasAM_2018a",5,4,40
"Gordonibacter_pamelaeae",0.44128668119621,20,"ThomasAM_2018a",5,4,40
"Clostridium_leptum",0.594391607831342,11,"ThomasAM_2018a",5,4,40
"Bacteroides_stercoris",0.542335438562655,15,"ThomasAM_2018a",5,4,40
"Mitsuokella_unclassified",0.263188138382824,29,"ThomasAM_2018a",5,4,40
"Pseudomonas_aeruginosa",0.328379689225401,28,"ThomasAM_2018a",5,4,40
"Bifidobacterium_catenulatum",0.575871368625889,13,"ThomasAM_2018a",5,4,40
"Odoribacter_splanchnicus",0.523712729133878,17,"ThomasAM_2018a",5,4,40
"Bifidobacterium_pseudocatenulatum",0.379998114191833,24,"ThomasAM_2018a",5,4,40
"Erysipelotrichaceae_bacterium_21_3",0.384996629354187,23,"ThomasAM_2018a",5,4,40
"Dorea_formicigenerans",0.580210786562684,12,"ThomasAM_2018a",5,4,40
"Bacteroides_massiliensis",0.536194138024097,16,"ThomasAM_2018a",5,4,40
"Ruminococcus_torques",0.912562961817616,3,"ThomasAM_2018a",5,4,40
"Subdoligranulum_unclassified",0.943651909953921,2,"ThomasAM_2018a",5,4,40
"Streptococcus_parasanguinis",0.352955338699254,25,"ThomasAM_2018a",5,4,40
"Bacteroides_caccae",0.837794923609598,5,"ThomasAM_2018a",5,4,40
"Collinsella_aerofaciens",0.84341043154634,4,"ThomasAM_2018a",5,4,40
"Alistipes_unclassified",0.344530345453879,27,"ThomasAM_2018a",5,4,40
"Bacteroides_thetaiotaomicron",0.806374658848632,6,"ThomasAM_2018a",5,4,40
"Odoribacter_unclassified",0.351868558570195,26,"ThomasAM_2018a",5,4,40
"Solobacterium_moorei",0.0647762995915399,38,"ThomasAM_2018a",5,4,40
"Rothia_mucilaginosa",0.38596581052732,22,"ThomasAM_2018a",5,4,40
"Bifidobacterium_longum",1.2406332085652,1,"ThomasAM_2018a",5,4,40
"Streptococcus_australis",0.1019052046874,35,"ThomasAM_2018a",5,4,40
"Bacteroides_eggerthii",0.48558146725115,19,"ThomasAM_2018a",5,4,40
"Coprococcus_catus",0.564546419588934,14,"ThomasAM_2018a",5,4,40
"Bifidobacterium_adolescentis",0.650118005522449,9,"ThomasAM_2018a",5,4,40
"Olsenella_unclassified",0.246388608640361,31,"ThomasAM_2018a",5,4,40
"Clostridium_nexile",0.0952407398096323,37,"ThomasAM_2018a",5,4,40
"Streptococcus_vestibularis",0.214592484190242,33,"ThomasAM_2018a",5,4,40
"Blautia_producta",0.202904742071922,34,"ThomasAM_2018a",5,4,40
"Prevotella_stercorea",0.0616521033306521,39,"ThomasAM_2018a",5,4,40
"Fusobacterium_mortiferum",0.0961789100106771,36,"ThomasAM_2018a",5,4,40
"Enterococcus_faecium",0.248073945844903,30,"ThomasAM_2018a",5,4,40
"Gemella_morbillorum",0.0389159012107538,40,"ThomasAM_2018a",5,4,40
"Morganella_morganii",0.227307447566008,32,"ThomasAM_2018a",5,4,40
"Desulfovibrio_desulfuricans",0.432863582320341,21,"ThomasAM_2018a",5,4,40
"Lachnospiraceae_bacterium_7_1_58FAA",0.611175619186342,10,"ThomasAM_2018a",5,4,40
"Holdemania_filiformis",0.628767581911703,9,"ThomasAM_2018a",5,3,40
"Porphyromonas_asaccharolytica",0.595527414336144,11,"ThomasAM_2018a",5,3,40
"Roseburia_inulinivorans",0.497043439587375,16,"ThomasAM_2018a",5,3,40
"Gordonibacter_pamelaeae",0.562336144357193,14,"ThomasAM_2018a",5,3,40
"Clostridium_leptum",0.417960215247673,21,"ThomasAM_2018a",5,3,40
"Bacteroides_stercoris",0.579600828051474,12,"ThomasAM_2018a",5,3,40
"Mitsuokella_unclassified",0.255463074947857,31,"ThomasAM_2018a",5,3,40
"Pseudomonas_aeruginosa",0.275331286458308,30,"ThomasAM_2018a",5,3,40
"Bifidobacterium_catenulatum",0.416719192905891,22,"ThomasAM_2018a",5,3,40
"Odoribacter_splanchnicus",0.763089944152389,8,"ThomasAM_2018a",5,3,40
"Bifidobacterium_pseudocatenulatum",0.490869752828003,17,"ThomasAM_2018a",5,3,40
"Erysipelotrichaceae_bacterium_21_3",0.554480423666062,15,"ThomasAM_2018a",5,3,40
"Dorea_formicigenerans",0.466149100592464,19,"ThomasAM_2018a",5,3,40
"Bacteroides_massiliensis",0.474356153695442,18,"ThomasAM_2018a",5,3,40
"Ruminococcus_torques",0.96301389593227,4,"ThomasAM_2018a",5,3,40
"Subdoligranulum_unclassified",1.18407151866731,1,"ThomasAM_2018a",5,3,40
"Streptococcus_parasanguinis",0.432505880089298,20,"ThomasAM_2018a",5,3,40
"Bacteroides_caccae",0.849980406546377,6,"ThomasAM_2018a",5,3,40
"Collinsella_aerofaciens",1.06132799763723,2,"ThomasAM_2018a",5,3,40
"Alistipes_unclassified",0.359130065056807,26,"ThomasAM_2018a",5,3,40
"Bacteroides_thetaiotaomicron",0.987972900324814,3,"ThomasAM_2018a",5,3,40
"Odoribacter_unclassified",0.342104226597904,28,"ThomasAM_2018a",5,3,40
"Solobacterium_moorei",0.31916300188558,29,"ThomasAM_2018a",5,3,40
"Rothia_mucilaginosa",0.369724952936332,25,"ThomasAM_2018a",5,3,40
"Bifidobacterium_longum",0.873793237747715,5,"ThomasAM_2018a",5,3,40
"Streptococcus_australis",0.159091871198994,35,"ThomasAM_2018a",5,3,40
"Bacteroides_eggerthii",0.385904983730163,24,"ThomasAM_2018a",5,3,40
"Coprococcus_catus",0.599583305309192,10,"ThomasAM_2018a",5,3,40
"Bifidobacterium_adolescentis",0.566597008434487,13,"ThomasAM_2018a",5,3,40
"Olsenella_unclassified",0.104598113849216,39,"ThomasAM_2018a",5,3,40
"Clostridium_nexile",0.0746536495173398,40,"ThomasAM_2018a",5,3,40
"Streptococcus_vestibularis",0.216943803682135,32,"ThomasAM_2018a",5,3,40
"Blautia_producta",0.177884808425547,33,"ThomasAM_2018a",5,3,40
"Prevotella_stercorea",0.113160956384089,37,"ThomasAM_2018a",5,3,40
"Fusobacterium_mortiferum",0.171621830083849,34,"ThomasAM_2018a",5,3,40
"Enterococcus_faecium",0.136873659240003,36,"ThomasAM_2018a",5,3,40
"Gemella_morbillorum",0.108518916646515,38,"ThomasAM_2018a",5,3,40
"Morganella_morganii",0.411896614335616,23,"ThomasAM_2018a",5,3,40
"Desulfovibrio_desulfuricans",0.353171320411962,27,"ThomasAM_2018a",5,3,40
"Lachnospiraceae_bacterium_7_1_58FAA",0.788165022901926,7,"ThomasAM_2018a",5,3,40
"Holdemania_filiformis",0.785255881007895,5,"ThomasAM_2018a",5,2,40
"Porphyromonas_asaccharolytica",0.4087552480864,21,"ThomasAM_2018a",5,2,40
"Roseburia_inulinivorans",0.499971561023005,16,"ThomasAM_2018a",5,2,40
"Gordonibacter_pamelaeae",0.42944259755037,20,"ThomasAM_2018a",5,2,40
"Clostridium_leptum",0.479662482864694,18,"ThomasAM_2018a",5,2,40
"Bacteroides_stercoris",0.484826016425561,17,"ThomasAM_2018a",5,2,40
"Mitsuokella_unclassified",0.165869065528236,37,"ThomasAM_2018a",5,2,40
"Pseudomonas_aeruginosa",0.370953457219564,23,"ThomasAM_2018a",5,2,40
"Bifidobacterium_catenulatum",0.297045644968497,26,"ThomasAM_2018a",5,2,40
"Odoribacter_splanchnicus",0.668430612345655,9,"ThomasAM_2018a",5,2,40
"Bifidobacterium_pseudocatenulatum",0.261771428449506,29,"ThomasAM_2018a",5,2,40
"Erysipelotrichaceae_bacterium_21_3",0.252290706969058,32,"ThomasAM_2018a",5,2,40
"Dorea_formicigenerans",0.611976753468579,12,"ThomasAM_2018a",5,2,40
"Bacteroides_massiliensis",0.673454913746047,8,"ThomasAM_2018a",5,2,40
"Ruminococcus_torques",0.941926625341186,3,"ThomasAM_2018a",5,2,40
"Subdoligranulum_unclassified",1.28879662000087,1,"ThomasAM_2018a",5,2,40
"Streptococcus_parasanguinis",0.366265306676476,24,"ThomasAM_2018a",5,2,40
"Bacteroides_caccae",1.23438972634688,2,"ThomasAM_2018a",5,2,40
"Collinsella_aerofaciens",0.727342230349783,6,"ThomasAM_2018a",5,2,40
"Alistipes_unclassified",0.40480944493529,22,"ThomasAM_2018a",5,2,40
"Bacteroides_thetaiotaomicron",0.587785938996356,14,"ThomasAM_2018a",5,2,40
"Odoribacter_unclassified",0.291781245098568,27,"ThomasAM_2018a",5,2,40
"Solobacterium_moorei",0.266235417889944,28,"ThomasAM_2018a",5,2,40
"Rothia_mucilaginosa",0.455438569705782,19,"ThomasAM_2018a",5,2,40
"Bifidobacterium_longum",0.723793685351586,7,"ThomasAM_2018a",5,2,40
"Streptococcus_australis",0.201367517971507,34,"ThomasAM_2018a",5,2,40
"Bacteroides_eggerthii",0.631285023643019,11,"ThomasAM_2018a",5,2,40
"Coprococcus_catus",0.59954112865803,13,"ThomasAM_2018a",5,2,40
"Bifidobacterium_adolescentis",0.82793924332108,4,"ThomasAM_2018a",5,2,40
"Olsenella_unclassified",0.259042747907355,31,"ThomasAM_2018a",5,2,40
"Clostridium_nexile",0.0903614296262759,39,"ThomasAM_2018a",5,2,40
"Streptococcus_vestibularis",0.260398072039,30,"ThomasAM_2018a",5,2,40
"Blautia_producta",0.190006372744497,35,"ThomasAM_2018a",5,2,40
"Prevotella_stercorea",0.0844425254548915,40,"ThomasAM_2018a",5,2,40
"Fusobacterium_mortiferum",0.150320375418676,38,"ThomasAM_2018a",5,2,40
"Enterococcus_faecium",0.182042515099836,36,"ThomasAM_2018a",5,2,40
"Gemella_morbillorum",0.211557119211114,33,"ThomasAM_2018a",5,2,40
"Morganella_morganii",0.531049721731793,15,"ThomasAM_2018a",5,2,40
"Desulfovibrio_desulfuricans",0.326750989042286,25,"ThomasAM_2018a",5,2,40
"Lachnospiraceae_bacterium_7_1_58FAA",0.63576380236885,10,"ThomasAM_2018a",5,2,40
"Holdemania_filiformis",0.597358506120821,13,"ThomasAM_2018a",5,1,40
"Porphyromonas_asaccharolytica",0.657886310001564,11,"ThomasAM_2018a",5,1,40
"Roseburia_inulinivorans",0.546704699611579,14,"ThomasAM_2018a",5,1,40
"Gordonibacter_pamelaeae",0.855710369514766,4,"ThomasAM_2018a",5,1,40
"Clostridium_leptum",0.505348337643441,16,"ThomasAM_2018a",5,1,40
"Bacteroides_stercoris",0.667586196413831,9,"ThomasAM_2018a",5,1,40
"Mitsuokella_unclassified",0.137090351853538,38,"ThomasAM_2018a",5,1,40
"Pseudomonas_aeruginosa",0.285270811460886,29,"ThomasAM_2018a",5,1,40
"Bifidobacterium_catenulatum",0.465840945614809,19,"ThomasAM_2018a",5,1,40
"Odoribacter_splanchnicus",0.953214684281883,3,"ThomasAM_2018a",5,1,40
"Bifidobacterium_pseudocatenulatum",0.288444701202682,28,"ThomasAM_2018a",5,1,40
"Erysipelotrichaceae_bacterium_21_3",0.253052946702015,31,"ThomasAM_2018a",5,1,40
"Dorea_formicigenerans",0.524839310303552,15,"ThomasAM_2018a",5,1,40
"Bacteroides_massiliensis",0.469135674681468,18,"ThomasAM_2018a",5,1,40
"Ruminococcus_torques",1.03343227260448,2,"ThomasAM_2018a",5,1,40
"Subdoligranulum_unclassified",1.04667193555297,1,"ThomasAM_2018a",5,1,40
"Streptococcus_parasanguinis",0.396909980468605,22,"ThomasAM_2018a",5,1,40
"Bacteroides_caccae",0.728632509563202,8,"ThomasAM_2018a",5,1,40
"Collinsella_aerofaciens",0.813870185010513,6,"ThomasAM_2018a",5,1,40
"Alistipes_unclassified",0.380313470523435,23,"ThomasAM_2018a",5,1,40
"Bacteroides_thetaiotaomicron",0.786505799368105,7,"ThomasAM_2018a",5,1,40
"Odoribacter_unclassified",0.328197403087308,26,"ThomasAM_2018a",5,1,40
"Solobacterium_moorei",0.191101854946221,34,"ThomasAM_2018a",5,1,40
"Rothia_mucilaginosa",0.433627524457601,21,"ThomasAM_2018a",5,1,40
"Bifidobacterium_longum",0.848653491050983,5,"ThomasAM_2018a",5,1,40
"Streptococcus_australis",0.273501674961161,30,"ThomasAM_2018a",5,1,40
"Bacteroides_eggerthii",0.63966056343695,12,"ThomasAM_2018a",5,1,40
"Coprococcus_catus",0.488793991028362,17,"ThomasAM_2018a",5,1,40
"Bifidobacterium_adolescentis",0.456049831844144,20,"ThomasAM_2018a",5,1,40
"Olsenella_unclassified",0.181525235235948,35,"ThomasAM_2018a",5,1,40
"Clostridium_nexile",0.139833491691397,37,"ThomasAM_2018a",5,1,40
"Streptococcus_vestibularis",0.147299748220797,36,"ThomasAM_2018a",5,1,40
"Blautia_producta",0.368984072606491,24,"ThomasAM_2018a",5,1,40
"Prevotella_stercorea",0.112548114280389,39,"ThomasAM_2018a",5,1,40
"Fusobacterium_mortiferum",0.240811069944717,33,"ThomasAM_2018a",5,1,40
"Enterococcus_faecium",0.343101940408002,25,"ThomasAM_2018a",5,1,40
"Gemella_morbillorum",0.0807339789467638,40,"ThomasAM_2018a",5,1,40
"Morganella_morganii",0.246401111850368,32,"ThomasAM_2018a",5,1,40
"Desulfovibrio_desulfuricans",0.314076384991661,27,"ThomasAM_2018a",5,1,40
"Lachnospiraceae_bacterium_7_1_58FAA",0.661446323452758,10,"ThomasAM_2018a",5,1,40
"Holdemania_filiformis",0.771350432428895,7,"ThomasAM_2018a",4,5,40
"Porphyromonas_asaccharolytica",0.507773315551268,18,"ThomasAM_2018a",4,5,40
"Roseburia_inulinivorans",0.626315913296342,12,"ThomasAM_2018a",4,5,40
"Gordonibacter_pamelaeae",0.619047794666754,13,"ThomasAM_2018a",4,5,40
"Clostridium_leptum",0.47109509730142,22,"ThomasAM_2018a",4,5,40
"Bacteroides_stercoris",0.654253651812858,11,"ThomasAM_2018a",4,5,40
"Mitsuokella_unclassified",0.228369984543265,29,"ThomasAM_2018a",4,5,40
"Pseudomonas_aeruginosa",0.385489995009864,24,"ThomasAM_2018a",4,5,40
"Bifidobacterium_catenulatum",0.378313112106594,25,"ThomasAM_2018a",4,5,40
"Odoribacter_splanchnicus",0.667940482085604,10,"ThomasAM_2018a",4,5,40
"Bifidobacterium_pseudocatenulatum",0.370848795836451,26,"ThomasAM_2018a",4,5,40
"Erysipelotrichaceae_bacterium_21_3",0.353910171182238,27,"ThomasAM_2018a",4,5,40
"Dorea_formicigenerans",0.48716856301548,21,"ThomasAM_2018a",4,5,40
"Bacteroides_massiliensis",0.780357962864729,6,"ThomasAM_2018a",4,5,40
"Ruminococcus_torques",0.936462776186239,4,"ThomasAM_2018a",4,5,40
"Subdoligranulum_unclassified",1.25452341986501,1,"ThomasAM_2018a",4,5,40
"Streptococcus_parasanguinis",0.487521657438179,20,"ThomasAM_2018a",4,5,40
"Bacteroides_caccae",0.81950168351165,5,"ThomasAM_2018a",4,5,40
"Collinsella_aerofaciens",1.05583384705752,2,"ThomasAM_2018a",4,5,40
"Alistipes_unclassified",0.208719188598204,31,"ThomasAM_2018a",4,5,40
"Bacteroides_thetaiotaomicron",0.730124189545359,8,"ThomasAM_2018a",4,5,40
"Odoribacter_unclassified",0.13780152592128,37,"ThomasAM_2018a",4,5,40
"Solobacterium_moorei",0.149852608029007,36,"ThomasAM_2018a",4,5,40
"Rothia_mucilaginosa",0.488902419603198,19,"ThomasAM_2018a",4,5,40
"Bifidobacterium_longum",1.05252668346494,3,"ThomasAM_2018a",4,5,40
"Streptococcus_australis",0.156362012101967,34,"ThomasAM_2018a",4,5,40
"Bacteroides_eggerthii",0.547143359111676,17,"ThomasAM_2018a",4,5,40
"Coprococcus_catus",0.60475526288578,14,"ThomasAM_2018a",4,5,40
"Bifidobacterium_adolescentis",0.716662348862896,9,"ThomasAM_2018a",4,5,40
"Olsenella_unclassified",0.425797163295397,23,"ThomasAM_2018a",4,5,40
"Clostridium_nexile",0.0556305945909842,40,"ThomasAM_2018a",4,5,40
"Streptococcus_vestibularis",0.223932074639889,30,"ThomasAM_2018a",4,5,40
"Blautia_producta",0.154547896330174,35,"ThomasAM_2018a",4,5,40
"Prevotella_stercorea",0.0786583022683411,39,"ThomasAM_2018a",4,5,40
"Fusobacterium_mortiferum",0.167366959136152,33,"ThomasAM_2018a",4,5,40
"Enterococcus_faecium",0.112993410770224,38,"ThomasAM_2018a",4,5,40
"Gemella_morbillorum",0.19340603384422,32,"ThomasAM_2018a",4,5,40
"Morganella_morganii",0.29750433127143,28,"ThomasAM_2018a",4,5,40
"Desulfovibrio_desulfuricans",0.553873267566575,15,"ThomasAM_2018a",4,5,40
"Lachnospiraceae_bacterium_7_1_58FAA",0.550900419626637,16,"ThomasAM_2018a",4,5,40
